employeeid,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome(USD),NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimes,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,yearofjoining,TechnologyAdoption,Benefits,Facilities,ChallengingLevels,ExtracurricularActivities,YearOfLeaving
109663,30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,Single,1081,1,Y,N,13,3,3,0,1,3,2,1,0,0,0,2012,5,2,3,0,3,2013
109664,22,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,1,Research Scientist,2,Single,2472,1,Y,Yes,23,4,4,0,1,2,3,1,0,0,0,2016,4,2,3,0,4,
109665,29,Yes,Travel_Rarely,Human Resources,6,Medical,2,Male,2,1,Human Resources,2,Divorced,2804,1,Y,No,11,3,4,0,1,3,3,1,0,0,0,2010,3,4,2,1,3,2011
109666,22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,3,1,Laboratory Technician,1,Married,2398,1,Y,Y,17,3,3,0,1,6,3,1,0,0,0,2009,2,3,4,1,2,2010
109667,21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,1,Y,No,13,3,2,0,1,3,3,1,0,1,0,2015,2,5,4,1,2,2016
109668,32,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,0,1,2,3,1,0,0,0,2016,3,4,5,0,5,
109669,60,Yes,Travel_Rarely,Research & Development,1,Medical,3,Female,1,3,Healthcare Representative,4,Divorced,10883,3,Y,No,20,4,2,1,19,2,4,1,0,0,0,2013,4,3,2,1,4,2014
109670,40,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,3,2,Manufacturing Director,1,Single,6516,2,Y,N,16,3,2,1,18,3,3,1,0,0,0,2016,5,2,3,0,3,
109671,24,No,Travel_Rarely,Human Resources,22,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,1,Y,No,11,3,4,1,1,2,3,1,0,0,0,2016,4,2,3,0,4,
109672,47,Yes,Non-Travel,Sales,2,Marketing,2,Male,3,2,Sales Executive,2,Divorced,4978,7,Y,No,11,3,4,1,4,3,1,1,0,0,0,2010,3,4,2,1,3,2011
109673,31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,2,Y,Y,13,3,3,3,10,2,3,1,0,0,0,2009,2,3,4,1,2,2010
109674,29,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,1,Y,No,13,3,3,1,1,2,3,1,0,0,0,2016,2,5,4,1,2,
109675,55,No,Travel_Rarely,Research & Development,2,Medical,3,Male,2,5,Research Director,1,Single,19038,8,Y,No,12,3,2,3,34,2,3,1,0,0,0,2016,3,4,5,0,5,
109676,38,Yes,Travel_Rarely,Research & Development,18,Medical,2,Female,1,2,Healthcare Representative,4,Married,5811,3,Y,Yes,16,3,2,1,15,2,3,1,0,1,0,2013,4,3,2,1,4,2014
109677,43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2437,9,Y,N,16,3,4,1,6,4,3,1,0,0,0,2012,5,2,3,0,3,2013
109678,34,No,Travel_Rarely,Research & Development,7,Medical,1,Male,3,1,Research Scientist,4,Single,2972,1,Y,No,13,3,4,0,1,4,1,1,0,0,0,2016,4,2,3,0,4,
109679,35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Y,Yes,12,3,4,1,1,2,3,1,0,0,0,2010,3,4,2,1,3,2011
109680,26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,1,Y,Y,21,4,3,0,1,5,3,1,0,0,0,2016,2,3,4,1,2,
109681,36,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,6,Y,No,13,3,1,0,15,5,3,1,0,0,0,2016,2,5,4,1,2,
109682,50,No,Travel_Rarely,Sales,9,Marketing,3,Male,3,5,Sales Executive,3,Single,19331,4,Y,Yes,16,3,3,1,27,2,3,1,0,0,0,2016,3,4,5,0,5,
109683,24,Yes,Travel_Rarely,Research & Development,21,Technical Degree,3,Female,2,1,Laboratory Technician,1,Divorced,2296,0,Y,No,14,3,2,3,2,3,3,1,1,0,0,2013,4,3,2,1,4,2014
109684,42,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,2,Single,4841,4,Y,N,14,3,2,1,4,3,3,1,0,0,0,2016,5,2,3,0,3,
109685,29,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,6,Y,No,18,3,4,2,5,2,2,1,0,0,0,2016,4,2,3,0,4,
109686,28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,2,1,Research Scientist,3,Divorced,1563,1,Y,No,14,3,4,1,1,2,1,1,0,0,0,2010,3,4,2,1,3,2011
109687,24,No,Non-Travel,Sales,13,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2033,1,Y,Y,13,3,3,1,1,2,3,1,0,0,0,2016,2,3,4,1,2,
109688,35,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,3,1,Sales Representative,3,Married,2404,1,Y,No,13,3,1,1,1,3,3,1,0,0,0,2016,2,5,4,1,2,
109689,42,No,Travel_Rarely,Research & Development,9,Other,4,Male,2,5,Laboratory Technician,4,Single,19613,8,Y,No,22,4,4,0,24,2,3,1,0,0,1,2016,3,4,5,0,5,
109690,35,Yes,Travel_Rarely,Research & Development,7,Life Sciences,3,Female,2,1,Laboratory Technician,4,Married,2690,1,Y,No,18,3,2,1,1,5,2,1,0,0,1,2013,4,3,2,1,4,2014
109691,28,Yes,Travel_Rarely,Research & Development,24,Medical,3,Male,3,1,Laboratory Technician,2,Single,2408,1,Y,N,17,3,3,3,1,3,3,1,1,0,0,2012,5,2,3,0,3,2013
109692,40,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2406,8,Y,No,19,3,4,2,8,3,2,1,0,0,0,2016,4,2,3,0,4,
109693,33,Yes,Non-Travel,Research & Development,1,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,Y,No,12,3,3,3,1,2,2,1,1,0,0,2010,3,4,2,1,3,2011
109694,23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,Married,1790,1,Y,Y,19,3,3,1,1,3,2,1,0,1,0,2009,2,3,4,1,2,2010
109695,31,No,Travel_Rarely,Research & Development,2,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Y,Yes,11,3,3,3,1,4,3,1,0,0,0,2016,2,5,4,1,2,
109696,38,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2858,4,Y,No,14,3,1,0,20,3,2,1,0,0,0,2016,3,4,5,0,5,
109697,32,Yes,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,2,2,Manufacturing Director,4,Single,9679,8,Y,No,24,4,2,0,8,1,3,1,0,0,0,2013,4,3,2,1,4,2014
109698,27,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,3,1,Human Resources,2,Single,2863,1,Y,N,12,3,1,0,1,2,3,1,0,0,0,2012,5,2,3,0,3,2013
109699,58,No,Travel_Rarely,Sales,21,Life Sciences,4,Male,3,4,Sales Executive,4,Married,17875,4,Y,Yes,13,3,4,1,29,2,2,1,0,0,0,2016,4,2,3,0,4,
109700,29,Yes,Travel_Frequently,Sales,24,Technical Degree,2,Male,4,1,Sales Representative,1,Divorced,1091,1,Y,No,17,3,4,0,1,3,3,1,0,0,0,2010,3,4,2,1,3,2011
109701,26,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,1,Research Scientist,3,Married,2933,1,Y,Y,13,3,3,1,1,3,2,1,0,1,0,2016,2,3,4,1,2,
109702,29,Yes,Travel_Frequently,Sales,24,Technical Degree,3,Male,4,1,Sales Representative,1,Single,1091,1,Y,No,17,3,4,0,1,3,3,1,0,0,0,2015,2,5,4,1,2,2016
109703,58,No,Travel_Rarely,Sales,21,Life Sciences,4,Male,3,4,Sales Representative,4,Single,17875,4,Y,Yes,13,3,3,1,29,2,2,1,0,0,0,2016,3,4,5,0,5,
109704,27,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,2,1,Human Resources,2,Married,2863,1,Y,No,12,3,2,0,1,2,3,1,0,0,0,2013,4,3,2,1,4,2014
109705,26,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2933,1,Y,N,13,3,3,1,1,3,2,1,0,1,0,2016,5,2,3,0,3,
109706,22,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,1,Research Scientist,2,Single,2472,1,Y,Yes,23,4,4,0,1,2,3,1,0,0,0,2016,4,2,3,0,4,
109707,30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,Divorced,1081,1,Y,No,13,3,3,0,1,3,2,1,0,0,0,2010,3,4,2,1,3,2011
109708,28,No,Travel_Rarely,Sales,3,Medical,2,Female,3,1,Sales Representative,2,Married,2856,1,Y,Y,19,3,3,1,1,3,3,1,0,0,0,2016,2,3,4,1,2,
109709,29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,4,Male,2,1,Research Scientist,4,Single,2439,1,Y,Yes,24,4,2,0,1,3,2,1,0,1,0,2015,2,5,4,1,2,2016
109710,29,No,Travel_Rarely,Human Resources,6,Medical,4,Male,2,1,Human Resources,2,Single,2804,1,Y,No,11,3,4,0,1,3,3,1,0,0,0,2016,3,4,5,0,5,
109711,40,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,3,1,Laboratory Technician,4,Married,2406,8,Y,No,19,3,2,2,8,3,2,1,0,0,0,2013,4,3,2,1,4,2014
109712,23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,Single,1790,1,Y,N,19,3,1,1,1,3,2,1,0,1,0,2012,5,2,3,0,3,2013
109713,31,No,Travel_Rarely,Research & Development,2,Medical,4,Male,1,1,Laboratory Technician,4,Divorced,1129,1,Y,Yes,11,3,4,3,1,4,3,1,0,0,0,2016,4,2,3,0,4,
109714,38,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,1,Sales Representative,1,Divorced,2858,4,Y,No,14,3,1,0,20,3,2,1,0,0,0,2010,3,4,2,1,3,2011
109715,32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Manufacturing Director,4,Single,9679,8,Y,Y,24,4,3,0,8,1,3,1,0,0,0,2016,2,3,4,1,2,
109716,33,No,Non-Travel,Research & Development,1,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,Y,No,12,3,3,3,1,2,2,1,1,0,0,2016,2,5,4,1,2,
109717,38,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,6553,9,Y,No,14,3,2,0,14,3,3,1,0,0,0,2016,3,4,5,0,5,
109718,35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Female,2,2,Manufacturing Director,3,Married,5916,3,Y,Yes,13,3,2,0,8,1,3,1,0,0,1,2013,4,3,2,1,4,2014
109719,38,Yes,Travel_Rarely,Research & Development,29,Medical,2,Male,3,2,Healthcare Representative,1,Single,6673,7,Y,N,19,3,2,0,17,2,3,1,0,0,0,2012,5,2,3,0,3,2013
109720,41,No,Travel_Rarely,Sales,6,Life Sciences,4,Male,3,3,Sales Executive,4,Single,13591,3,Y,Yes,18,3,4,0,16,3,3,1,0,0,0,2016,4,2,3,0,4,
109721,27,Yes,Non-Travel,Research & Development,3,Medical,2,Male,2,1,Research Scientist,3,Divorced,2566,1,Y,Yes,15,3,4,1,1,2,2,1,1,0,1,2010,3,4,2,1,3,2011
109722,51,No,Travel_Rarely,Research & Development,7,Medical,2,Male,3,2,Manufacturing Director,3,Married,6132,2,Y,Y,17,3,3,0,10,2,3,1,0,0,0,2016,2,3,4,1,2,
109723,58,No,Travel_Rarely,Research & Development,9,Medical,2,Female,2,1,Research Scientist,2,Married,3346,4,Y,Yes,20,4,2,1,9,3,2,1,0,0,0,2016,2,5,4,1,2,
109724,19,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,2,Single,1483,1,Y,No,14,3,4,0,1,3,3,1,0,0,0,2016,3,4,5,0,5,
109725,19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,1,Laboratory Technician,4,Single,1102,1,Y,No,22,4,2,0,1,3,2,1,0,1,0,2013,4,3,2,1,4,2014
109726,37,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,Single,10048,6,Y,N,11,3,2,2,17,5,3,1,0,0,0,2012,5,2,3,0,3,2013
109727,41,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,2,Y,No,16,3,4,2,17,2,2,1,0,0,0,2016,4,2,3,0,4,
109728,59,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,2177,3,Y,No,17,3,1,1,7,6,3,1,0,0,0,2010,3,4,2,1,3,2011
109729,44,Yes,Travel_Frequently,Research & Development,24,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Y,Y,22,4,3,1,19,0,1,1,0,0,0,2009,2,3,4,1,2,2010
109730,51,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,1,Y,No,11,3,2,0,1,0,2,1,0,0,0,2016,2,5,4,1,2,
109731,59,No,Travel_Rarely,Research & Development,3,Medical,3,Male,4,1,Laboratory Technician,1,Single,2670,4,Y,Yes,20,4,1,3,12,3,2,1,0,0,0,2016,3,4,5,0,5,
109732,30,Yes,Travel_Rarely,Research & Development,24,Life Sciences,4,Female,3,1,Laboratory Technician,3,Divorced,2693,1,Y,No,22,4,2,1,1,2,3,1,0,0,0,2013,4,3,2,1,4,2014
109733,22,No,Non-Travel,Research & Development,16,Medical,4,Male,3,1,Laboratory Technician,4,Single,2935,1,Y,N,13,3,2,2,1,2,2,1,0,0,0,2016,5,2,3,0,3,
109734,33,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,4,Single,2496,4,Y,No,11,3,4,0,7,3,3,1,1,0,0,2016,4,2,3,0,4,
109735,36,Yes,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,2,1,Research Scientist,1,Divorced,3419,9,Y,Yes,14,3,4,1,6,3,4,1,1,0,0,2010,3,4,2,1,3,2011
109736,39,Yes,Travel_Rarely,Sales,5,Technical Degree,4,Male,3,2,Sales Representative,4,Married,2086,3,Y,Y,14,3,3,1,19,6,4,1,0,0,0,2009,2,3,4,1,2,2010
109737,37,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Male,3,1,Research Scientist,2,Married,3022,4,Y,No,21,4,1,0,8,1,3,1,0,0,0,2016,2,5,4,1,2,
109738,35,No,Travel_Rarely,Research & Development,4,Other,3,Male,3,1,Laboratory Technician,4,Single,1951,1,Y,No,12,3,3,1,1,3,3,1,0,0,0,2016,3,4,5,0,5,
109739,27,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,2341,1,Y,No,13,3,2,1,1,6,3,1,0,0,0,2013,4,3,2,1,4,2014
109740,26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,2293,1,Y,N,12,3,3,0,1,2,2,1,0,0,1,2012,5,2,3,0,3,2013
109741,35,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,4,1,Laboratory Technician,4,Married,2269,1,Y,No,19,3,4,0,1,2,3,1,0,0,1,2016,4,2,3,0,4,
109742,48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,2,3,Laboratory Technician,3,Divorced,5381,9,Y,Yes,13,3,4,0,23,2,3,1,0,0,0,2010,3,4,2,1,3,2011
109743,36,Yes,Travel_Rarely,Research & Development,9,Medical,4,Male,3,1,Research Scientist,3,Married,3388,0,Y,Y,17,3,3,1,2,0,2,1,0,0,0,2009,2,3,4,1,2,2010
109744,45,No,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,3,3,Research Scientist,1,Divorced,9724,2,Y,No,17,3,3,1,25,2,3,1,0,0,0,2016,2,5,4,1,2,
109745,31,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,Single,2501,1,Y,No,17,3,2,0,1,4,3,1,1,1,0,2016,3,4,5,0,5,
109746,36,Yes,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,4,1,Laboratory Technician,4,Married,3038,3,Y,No,12,3,2,0,5,3,3,1,0,0,0,2013,4,3,2,1,4,2014
109747,37,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,2,Healthcare Representative,4,Single,5163,5,Y,N,14,3,4,1,17,2,4,1,0,0,0,2016,5,2,3,0,3,
109748,32,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,1,Single,2956,1,Y,No,13,3,4,0,1,2,3,1,0,0,0,2016,4,2,3,0,4,
109749,20,Yes,Travel_Frequently,Research & Development,6,Life Sciences,2,Female,2,1,Laboratory Technician,4,Divorced,2926,1,Y,Yes,18,3,2,0,1,5,3,1,0,1,0,2010,3,4,2,1,3,2011
109750,55,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,3,3,Sales Executive,4,Married,10239,3,Y,Y,14,3,3,1,24,4,3,1,0,1,0,2016,2,3,4,1,2,
109751,36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,4,Divorced,2835,5,Y,No,22,4,1,1,7,2,3,1,0,0,0,2016,2,5,4,1,2,
109752,34,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,2,2,Research Scientist,2,Single,4505,6,Y,No,15,3,3,1,12,3,3,1,0,0,0,2016,3,4,5,0,5,
109753,30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,3,Female,3,1,Research Scientist,4,Single,2285,9,Y,Yes,23,4,2,0,3,4,3,1,0,0,0,2013,4,3,2,1,4,2014
109754,30,No,Travel_Rarely,Sales,2,Technical Degree,3,Male,3,1,Sales Representative,2,Single,2476,1,Y,N,18,3,1,1,1,3,3,1,0,0,0,2016,5,2,3,0,3,
109755,40,No,Travel_Rarely,Research & Development,2,Medical,2,Male,2,2,Laboratory Technician,3,Married,3448,6,Y,No,22,4,4,1,20,3,3,1,0,0,0,2016,4,2,3,0,4,
109756,37,Yes,Travel_Rarely,Research & Development,10,Life Sciences,2,Male,3,2,Manufacturing Director,2,Divorced,4197,2,Y,Yes,12,3,4,0,18,2,2,1,0,0,1,2010,3,4,2,1,3,2011
109757,21,Yes,Travel_Rarely,Sales,12,Life Sciences,3,Female,3,1,Sales Representative,2,Single,2716,1,Y,Y,15,3,3,0,1,0,3,1,0,0,0,2009,2,3,4,1,2,2010
109758,35,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,9,Y,No,19,3,3,0,10,5,3,1,1,0,0,2016,2,5,4,1,2,
109759,33,No,Travel_Rarely,Sales,5,Marketing,4,Male,3,1,Sales Representative,3,Single,2851,1,Y,Yes,13,3,2,0,1,2,3,1,0,0,0,2016,3,4,5,0,5,
109760,46,Yes,Non-Travel,Research & Development,7,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,2,Y,No,14,3,2,0,7,2,4,1,0,0,0,2013,4,3,2,1,4,2014
109761,38,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Single,1702,1,Y,N,23,4,3,1,1,3,3,1,0,0,0,2016,5,2,3,0,3,
109762,19,No,Travel_Rarely,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,1,Y,No,12,3,4,0,1,3,4,1,0,0,0,2016,4,2,3,0,4,
109763,54,Yes,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,3,2,Laboratory Technician,3,Divorced,3780,7,Y,No,11,3,3,0,19,3,3,1,0,0,0,2010,3,4,2,1,3,2011
109764,57,No,Travel_Rarely,Sales,29,Marketing,1,Male,3,4,Sales Executive,4,Divorced,14118,3,Y,Y,12,3,3,1,32,3,2,1,0,0,0,2016,2,3,4,1,2,
109765,36,No,Non-Travel,Sales,1,Medical,4,Female,3,2,Sales Executive,4,Single,6653,4,Y,No,15,3,2,0,7,6,3,1,0,0,0,2016,2,5,4,1,2,
109766,42,No,Travel_Rarely,Research & Development,2,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,3,Y,No,23,4,2,0,14,6,3,1,0,0,0,2016,3,4,5,0,5,
109767,42,Yes,Travel_Rarely,Research & Development,23,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,2,Y,No,14,3,2,0,16,2,3,1,0,0,0,2013,4,3,2,1,4,2014
109768,39,Yes,Travel_Rarely,Sales,3,Medical,4,Female,3,2,Sales Executive,3,Single,5238,4,Y,N,18,3,1,0,12,3,2,1,0,0,0,2012,5,2,3,0,3,2013
109769,43,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,3,Healthcare Representative,1,Married,9985,8,Y,No,16,3,4,1,10,1,2,1,0,0,0,2016,4,2,3,0,4,
109770,36,Yes,Travel_Frequently,Research & Development,18,Life Sciences,2,Male,4,1,Laboratory Technician,4,Divorced,3688,4,Y,No,18,3,4,2,4,2,3,1,0,0,0,2010,3,4,2,1,3,2011
109771,38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,4,Y,Y,14,3,3,0,10,4,4,1,0,0,0,2016,2,3,4,1,2,
109772,29,No,Travel_Rarely,Sales,10,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,0,1,6,3,1,0,0,0,2016,2,5,4,1,2,
109773,35,No,Non-Travel,Research & Development,2,Life Sciences,4,Male,3,2,Healthcare Representative,1,Single,5093,2,Y,No,11,3,1,1,16,2,4,1,0,0,0,2016,3,4,5,0,5,
109774,38,Yes,Travel_Rarely,Research & Development,2,Medical,4,Female,3,1,Research Scientist,3,Married,3057,6,Y,Yes,13,3,2,1,6,0,1,1,0,0,1,2013,4,3,2,1,4,2014
109775,37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,3,1,Research Scientist,4,Single,4680,3,Y,N,17,3,1,0,4,2,3,1,0,0,0,2016,5,2,3,0,3,
109776,45,No,Travel_Frequently,Sales,26,Life Sciences,1,Male,3,2,Sales Executive,1,Married,4286,2,Y,No,14,3,4,2,5,4,3,1,1,0,0,2016,4,2,3,0,4,
109777,20,Yes,Travel_Rarely,Research & Development,10,Medical,2,Male,3,1,Research Scientist,3,Divorced,1009,1,Y,Yes,11,3,4,0,1,5,3,1,0,1,1,2010,3,4,2,1,3,2011
109778,35,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Married,1281,1,Y,Y,18,3,3,2,1,3,3,1,0,0,0,2016,2,3,4,1,2,
109779,30,No,Travel_Frequently,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,1,Y,No,20,4,3,1,1,2,3,1,0,0,0,2016,2,5,4,1,2,
109780,43,No,Travel_Rarely,Research & Development,6,Other,2,Male,2,4,Research Director,4,Single,16627,4,Y,Yes,14,3,3,1,21,3,2,1,0,0,0,2016,3,4,5,0,5,
109781,20,Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,1,Y,No,13,3,2,0,1,0,4,1,0,0,0,2013,4,3,2,1,4,2014
109782,38,No,Travel_Rarely,Research & Development,10,Medical,3,Female,3,2,Healthcare Representative,3,Single,9824,3,Y,N,19,3,3,1,18,4,3,1,0,0,0,2016,5,2,3,0,3,
109783,24,No,Travel_Rarely,Research & Development,17,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,1,Y,No,21,4,4,1,1,2,3,1,0,0,0,2016,4,2,3,0,4,
109784,30,Yes,Travel_Frequently,Sales,12,Life Sciences,2,Male,2,1,Sales Representative,1,Divorced,2033,1,Y,No,18,3,3,1,1,2,4,1,0,0,0,2010,3,4,2,1,3,2011
109785,31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,3,Y,Y,12,3,3,0,12,2,3,1,0,0,0,2009,2,3,4,1,2,2010
109786,26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,1,Y,Yes,18,3,2,0,1,3,1,1,0,0,0,2015,2,5,4,1,2,2016
109787,40,No,Non-Travel,Sales,28,Other,3,Male,1,3,Sales Executive,1,Single,10932,3,Y,No,15,3,3,1,20,2,3,1,0,0,1,2016,3,4,5,0,5,
109788,27,Yes,Travel_Rarely,Sales,11,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,Y,No,14,3,2,1,5,4,3,1,0,0,0,2013,4,3,2,1,4,2014
109789,31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,3,1,Sales Representative,4,Single,2785,7,Y,N,14,3,3,0,3,3,4,1,0,0,0,2012,5,2,3,0,3,2013
109790,41,No,Non-Travel,Research & Development,5,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,Y,No,17,3,4,1,5,2,1,1,0,0,0,2016,4,2,3,0,4,
109791,24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,2,Female,3,1,Laboratory Technician,2,Divorced,2210,1,Y,No,13,3,1,1,1,3,1,1,0,0,0,2010,3,4,2,1,3,2011
109792,42,No,Travel_Frequently,Research & Development,26,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Y,Y,17,3,3,0,20,6,3,1,0,0,0,2016,2,3,4,1,2,
109793,19,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Y,Yes,12,3,4,0,1,2,3,1,0,0,1,2016,2,5,4,1,2,
109794,23,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,3,Single,1223,1,Y,No,22,4,4,1,1,2,3,1,0,0,1,2016,3,4,5,0,5,
109795,25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,Female,1,1,Sales Representative,4,Single,1118,1,Y,Yes,14,3,2,0,1,4,3,1,0,1,0,2013,4,3,2,1,4,2014
109796,42,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Research Scientist,2,Single,2372,6,Y,N,16,3,4,0,18,2,3,1,0,0,0,2016,5,2,3,0,3,
109797,19,No,Non-Travel,Research & Development,10,Medical,1,Male,2,1,Research Scientist,2,Single,1859,1,Y,Yes,25,4,4,0,1,2,4,1,1,0,0,2016,4,2,3,0,4,
109798,48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,2,5,Research Director,4,Divorced,18265,6,Y,No,12,3,3,0,25,3,4,1,0,0,0,2010,3,4,2,1,3,2011
109799,34,No,Travel_Rarely,Research & Development,20,Technical Degree,3,Female,3,1,Research Scientist,3,Married,2585,0,Y,Y,17,3,3,0,2,5,2,1,0,0,0,2016,2,3,4,1,2,
